n,T_n,v_2,multiplier,log_drift
745001,558751,2,0.75,-0.287682
746001,559501,2,0.75,-0.287682
747001,560251,2,0.75,-0.287682
748001,561001,2,0.75,-0.287682
749001,561751,2,0.75,-0.287682
750001,562501,2,0.75,-0.287682
751001,563251,2,0.75,-0.287682
752001,564001,2,0.75,-0.287682
753001,564751,2,0.75,-0.287682
754001,565501,2,0.75,-0.287682
755001,566251,2,0.75,-0.287682
756001,567001,2,0.75,-0.287682
757001,567751,2,0.75,-0.287682
758001,568501,2,0.75,-0.287682
759001,569251,2,0.75,-0.287682
760001,570001,2,0.75,-0.287682
761001,570751,2,0.75,-0.287682
762001,571501,2,0.75,-0.287682
763001,572251,2,0.75,-0.287682
764001,573001,2,0.75,-0.287682
765001,573751,2,0.75,-0.287682
766001,574501,2,0.75,-0.287682
767001,575251,2,0.75,-0.287682
768001,576001,2,0.75,-0.287682
769001,576751,2,0.75,-0.287682
770001,577501,2,0.75,-0.287682
771001,578251,2,0.75,-0.287682
772001,579001,2,0.75,-0.287682
773001,579751,2,0.75,-0.287682
774001,580501,2,0.75,-0.287682
775001,581251,2,0.75,-0.287682
776001,582001,2,0.75,-0.287682
777001,582751,2,0.75,-0.287682
778001,583501,2,0.75,-0.287682
779001,584251,2,0.75,-0.287682
780001,585001,2,0.75,-0.287682
781001,585751,2,0.75,-0.287682
782001,586501,2,0.75,-0.287682
783001,587251,2,0.75,-0.287682
784001,588001,2,0.75,-0.287682
785001,588751,2,0.75,-0.287682
786001,589501,2,0.75,-0.287682
787001,590251,2,0.75,-0.287682
788001,591001,2,0.75,-0.287682
789001,591751,2,0.75,-0.287682
790001,592501,2,0.75,-0.287682
791001,593251,2,0.75,-0.287682
792001,594001,2,0.75,-0.287682
793001,594751,2,0.75,-0.287682
794001,595501,2,0.75,-0.287682
795001,596251,2,0.75,-0.287682
796001,597001,2,0.75,-0.287682
797001,597751,2,0.75,-0.287682
798001,598501,2,0.75,-0.287682
799001,599251,2,0.75,-0.287682
800001,600001,2,0.75,-0.287682
801001,600751,2,0.75,-0.287682
802001,601501,2,0.75,-0.287682
803001,602251,2,0.75,-0.287682
804001,603001,2,0.75,-0.287682
805001,603751,2,0.75,-0.287682
806001,604501,2,0.75,-0.287682
807001,605251,2,0.75,-0.287682
808001,606001,2,0.75,-0.287682
809001,606751,2,0.75,-0.287682
810001,607501,2,0.75,-0.287682
811001,608251,2,0.75,-0.287682
812001,609001,2,0.75,-0.287682
813001,609751,2,0.75,-0.287682
814001,610501,2,0.75,-0.287682
815001,611251,2,0.75,-0.287682
816001,612001,2,0.75,-0.287682
817001,612751,2,0.75,-0.287682
818001,613501,2,0.75,-0.287682
819001,614251,2,0.75,-0.287682
820001,615001,2,0.75,-0.287682
821001,615751,2,0.75,-0.287682
822001,616501,2,0.75,-0.287682
823001,617251,2,0.75,-0.287682
824001,618001,2,0.75,-0.287682
825001,618751,2,0.75,-0.287682
826001,619501,2,0.75,-0.287682
827001,620251,2,0.75,-0.287682
828001,621001,2,0.75,-0.287682
829001,621751,2,0.75,-0.287682
830001,622501,2,0.75,-0.287682
831001,623251,2,0.75,-0.287682
832001,624001,2,0.75,-0.287682
833001,624751,2,0.75,-0.287682
834001,625501,2,0.75,-0.287682
835001,626251,2,0.75,-0.287682
836001,627001,2,0.75,-0.287682
837001,627751,2,0.75,-0.287682
838001,628501,2,0.75,-0.287682
839001,629251,2,0.75,-0.287682
840001,630001,2,0.75,-0.287682
841001,630751,2,0.75,-0.287682
842001,631501,2,0.75,-0.287682
843001,632251,2,0.75,-0.287682
844001,633001,2,0.75,-0.287682
845001,633751,2,0.75,-0.287682
846001,634501,2,0.75,-0.287682
847001,635251,2,0.75,-0.287682
848001,636001,2,0.75,-0.287682
849001,636751,2,0.75,-0.287682
850001,637501,2,0.75,-0.287682
851001,638251,2,0.75,-0.287682
852001,639001,2,0.75,-0.287682
853001,639751,2,0.75,-0.287682
854001,640501,2,0.75,-0.287682
855001,641251,2,0.75,-0.287682
856001,642001,2,0.75,-0.287682
857001,642751,2,0.75,-0.287682
858001,643501,2,0.75,-0.287682
859001,644251,2,0.75,-0.287682
860001,645001,2,0.75,-0.287682
861001,645751,2,0.75,-0.287682
862001,646501,2,0.75,-0.287682
863001,647251,2,0.75,-0.287682
864001,648001,2,0.75,-0.287682
865001,648751,2,0.75,-0.287682
866001,649501,2,0.75,-0.287682
867001,650251,2,0.75,-0.287682
868001,651001,2,0.75,-0.287682
869001,651751,2,0.75,-0.287682
870001,652501,2,0.75,-0.287682
871001,653251,2,0.75,-0.287682
872001,654001,2,0.75,-0.287682
873001,654751,2,0.75,-0.287682
874001,655501,2,0.75,-0.287682
875001,656251,2,0.75,-0.287682
876001,657001,2,0.75,-0.287682
877001,657751,2,0.75,-0.287682
878001,658501,2,0.75,-0.287682
879001,659251,2,0.75,-0.287682
880001,660001,2,0.75,-0.287682
881001,660751,2,0.75,-0.287682
882001,661501,2,0.75,-0.287682
883001,662251,2,0.75,-0.287682
884001,663001,2,0.75,-0.287682
885001,663751,2,0.75,-0.287682
886001,664501,2,0.75,-0.287682
887001,665251,2,0.75,-0.287682
888001,666001,2,0.75,-0.287682
889001,666751,2,0.75,-0.287682
890001,667501,2,0.75,-0.287682
891001,668251,2,0.75,-0.287682
892001,669001,2,0.75,-0.287682
893001,669751,2,0.75,-0.287682
894001,670501,2,0.75,-0.287682
895001,671251,2,0.75,-0.287682
896001,672001,2,0.75,-0.287682
897001,672751,2,0.75,-0.287682
898001,673501,2,0.75,-0.287682
899001,674251,2,0.75,-0.287682
900001,675001,2,0.75,-0.287682
901001,675751,2,0.75,-0.287682
902001,676501,2,0.75,-0.287682
903001,677251,2,0.75,-0.287682
904001,678001,2,0.75,-0.287682
905001,678751,2,0.75,-0.287682
906001,679501,2,0.75,-0.287682
907001,680251,2,0.75,-0.287682
908001,681001,2,0.75,-0.287682
909001,681751,2,0.75,-0.287682
910001,682501,2,0.75,-0.287682
911001,683251,2,0.75,-0.287682
912001,684001,2,0.75,-0.287682
913001,684751,2,0.75,-0.287682
914001,685501,2,0.75,-0.287682
915001,686251,2,0.75,-0.287682
916001,687001,2,0.75,-0.287682
917001,687751,2,0.75,-0.287682
918001,688501,2,0.75,-0.287682
919001,689251,2,0.75,-0.287682
920001,690001,2,0.75,-0.287682
921001,690751,2,0.75,-0.287682
922001,691501,2,0.75,-0.287682
923001,692251,2,0.75,-0.287682
924001,693001,2,0.75,-0.287682
925001,693751,2,0.75,-0.287682
926001,694501,2,0.75,-0.287682
927001,695251,2,0.75,-0.287682
928001,696001,2,0.75,-0.287682
929001,696751,2,0.75,-0.287682
930001,697501,2,0.75,-0.287682
931001,698251,2,0.75,-0.287682
932001,699001,2,0.75,-0.287682
933001,699751,2,0.75,-0.287682
934001,700501,2,0.75,-0.287682
935001,701251,2,0.75,-0.287682
936001,702001,2,0.75,-0.287682
937001,702751,2,0.75,-0.287682
938001,703501,2,0.75,-0.287682
939001,704251,2,0.75,-0.287682
940001,705001,2,0.75,-0.287682
941001,705751,2,0.75,-0.287682
942001,706501,2,0.75,-0.287682
943001,707251,2,0.75,-0.287682
944001,708001,2,0.75,-0.287682
945001,708751,2,0.75,-0.287682
946001,709501,2,0.75,-0.287682
947001,710251,2,0.75,-0.287682
948001,711001,2,0.75,-0.287682
949001,711751,2,0.75,-0.287682
950001,712501,2,0.75,-0.287682
951001,713251,2,0.75,-0.287682
952001,714001,2,0.75,-0.287682
953001,714751,2,0.75,-0.287682
954001,715501,2,0.75,-0.287682
955001,716251,2,0.75,-0.287682
956001,717001,2,0.75,-0.287682
957001,717751,2,0.75,-0.287682
958001,718501,2,0.75,-0.287682
959001,719251,2,0.75,-0.287682
960001,720001,2,0.75,-0.287682
961001,720751,2,0.75,-0.287682
962001,721501,2,0.75,-0.287682
963001,722251,2,0.75,-0.287682
964001,723001,2,0.75,-0.287682
965001,723751,2,0.75,-0.287682
966001,724501,2,0.75,-0.287682
967001,725251,2,0.75,-0.287682
968001,726001,2,0.75,-0.287682
969001,726751,2,0.75,-0.287682
970001,727501,2,0.75,-0.287682
971001,728251,2,0.75,-0.287682
972001,729001,2,0.75,-0.287682
973001,729751,2,0.75,-0.287682
974001,730501,2,0.75,-0.287682
975001,731251,2,0.75,-0.287682
976001,732001,2,0.75,-0.287682
977001,732751,2,0.75,-0.287682
978001,733501,2,0.75,-0.287682
979001,734251,2,0.75,-0.287682
980001,735001,2,0.75,-0.287682
981001,735751,2,0.75,-0.287682
982001,736501,2,0.75,-0.287682
983001,737251,2,0.75,-0.287682
984001,738001,2,0.75,-0.287682
985001,738751,2,0.75,-0.287682
986001,739501,2,0.75,-0.287682
987001,740251,2,0.75,-0.287682
988001,741001,2,0.75,-0.287682
989001,741751,2,0.75,-0.287682
990001,742501,2,0.75,-0.287682
991001,743251,2,0.75,-0.287682
992001,744001,2,0.75,-0.287682
993001,744751,2,0.75,-0.287682
994001,745501,2,0.75,-0.287682
995001,746251,2,0.75,-0.287682
996001,747001,2,0.75,-0.287682
997001,747751,2,0.75,-0.287682
998001,748501,2,0.75,-0.287682
999001,749251,2,0.75,-0.287682
1000001,750001,2,0.75,-0.287682
1001001,750751,2,0.75,-0.287682
1002001,751501,2,0.75,-0.287682
1003001,752251,2,0.75,-0.287682
1004001,753001,2,0.75,-0.287682
1005001,753751,2,0.75,-0.287682
1006001,754501,2,0.75,-0.287682
1007001,755251,2,0.75,-0.287682
1008001,756001,2,0.75,-0.287682
1009001,756751,2,0.75,-0.287682
1010001,757501,2,0.75,-0.287682
1011001,758251,2,0.75,-0.287682
1012001,759001,2,0.75,-0.287682
1013001,759751,2,0.75,-0.287682
1014001,760501,2,0.75,-0.287682
1015001,761251,2,0.75,-0.287682
1016001,762001,2,0.75,-0.287682
1017001,762751,2,0.75,-0.287682
1018001,763501,2,0.75,-0.287682
1019001,764251,2,0.75,-0.287682
1020001,765001,2,0.75,-0.287682
1021001,765751,2,0.75,-0.287682
1022001,766501,2,0.75,-0.287682
1023001,767251,2,0.75,-0.287682
1024001,768001,2,0.75,-0.287682
1025001,768751,2,0.75,-0.287682
1026001,769501,2,0.75,-0.287682
1027001,770251,2,0.75,-0.287682
1028001,771001,2,0.75,-0.287682
1029001,771751,2,0.75,-0.287682
1030001,772501,2,0.75,-0.287682
1031001,773251,2,0.75,-0.287682
1032001,774001,2,0.75,-0.287682
1033001,774751,2,0.75,-0.287682
1034001,775501,2,0.75,-0.287682
1035001,776251,2,0.75,-0.287682
1036001,777001,2,0.75,-0.287682
1037001,777751,2,0.75,-0.287682
1038001,778501,2,0.75,-0.287682
1039001,779251,2,0.75,-0.287682
1040001,780001,2,0.75,-0.287682
1041001,780751,2,0.75,-0.287682
1042001,781501,2,0.75,-0.287682
1043001,782251,2,0.75,-0.287682
1044001,783001,2,0.75,-0.287682
1045001,783751,2,0.75,-0.287682
1046001,784501,2,0.75,-0.287682
1047001,785251,2,0.75,-0.287682
1048001,786001,2,0.75,-0.287682
1049001,786751,2,0.75,-0.287682
1050001,787501,2,0.75,-0.287682
1051001,788251,2,0.75,-0.287682
1052001,789001,2,0.75,-0.287682
1053001,789751,2,0.75,-0.287682
1054001,790501,2,0.75,-0.287682
1055001,791251,2,0.75,-0.287682
1056001,792001,2,0.75,-0.287682
1057001,792751,2,0.75,-0.287682
1058001,793501,2,0.75,-0.287682
1059001,794251,2,0.75,-0.287682
1060001,795001,2,0.75,-0.287682
1061001,795751,2,0.75,-0.287682
1062001,796501,2,0.75,-0.287682
1063001,797251,2,0.75,-0.287682
1064001,798001,2,0.75,-0.287682
1065001,798751,2,0.75,-0.287682
1066001,799501,2,0.75,-0.287682
1067001,800251,2,0.75,-0.287682
1068001,801001,2,0.75,-0.287682
1069001,801751,2,0.75,-0.287682
1070001,802501,2,0.75,-0.287682
1071001,803251,2,0.75,-0.287682
1072001,804001,2,0.75,-0.287682
1073001,804751,2,0.75,-0.287682
1074001,805501,2,0.75,-0.287682
1075001,806251,2,0.75,-0.287682
1076001,807001,2,0.75,-0.287682
1077001,807751,2,0.75,-0.287682
1078001,808501,2,0.75,-0.287682
1079001,809251,2,0.75,-0.287682
1080001,810001,2,0.75,-0.287682
1081001,810751,2,0.75,-0.287682
1082001,811501,2,0.75,-0.287682
1083001,812251,2,0.75,-0.287682
1084001,813001,2,0.75,-0.287682
1085001,813751,2,0.75,-0.287682
1086001,814501,2,0.75,-0.287682
1087001,815251,2,0.75,-0.287682
1088001,816001,2,0.75,-0.287682
1089001,816751,2,0.75,-0.287682
1090001,817501,2,0.75,-0.287682
1091001,818251,2,0.75,-0.287682
1092001,819001,2,0.75,-0.287682
1093001,819751,2,0.75,-0.287682
1094001,820501,2,0.75,-0.287682
1095001,821251,2,0.75,-0.287682
1096001,822001,2,0.75,-0.287682
1097001,822751,2,0.75,-0.287682
1098001,823501,2,0.75,-0.287682
1099001,824251,2,0.75,-0.287682
1100001,825001,2,0.75,-0.287682
1101001,825751,2,0.75,-0.287682
1102001,826501,2,0.75,-0.287682
1103001,827251,2,0.75,-0.287682
1104001,828001,2,0.75,-0.287682
1105001,828751,2,0.75,-0.287682
1106001,829501,2,0.75,-0.287682
1107001,830251,2,0.75,-0.287682
1108001,831001,2,0.75,-0.287682
1109001,831751,2,0.75,-0.287682
1110001,832501,2,0.75,-0.287682
1111001,833251,2,0.75,-0.287682
1112001,834001,2,0.75,-0.287682
1113001,834751,2,0.75,-0.287682
1114001,835501,2,0.75,-0.287682
1115001,836251,2,0.75,-0.287682
1116001,837001,2,0.75,-0.287682
1117001,837751,2,0.75,-0.287682
1118001,838501,2,0.75,-0.287682
1119001,839251,2,0.75,-0.287682
1120001,840001,2,0.75,-0.287682
1121001,840751,2,0.75,-0.287682
1122001,841501,2,0.75,-0.287682
1123001,842251,2,0.75,-0.287682
1124001,843001,2,0.75,-0.287682
1125001,843751,2,0.75,-0.287682
1126001,844501,2,0.75,-0.287682
1127001,845251,2,0.75,-0.287682
1128001,846001,2,0.75,-0.287682
1129001,846751,2,0.75,-0.287682
1130001,847501,2,0.75,-0.287682
1131001,848251,2,0.75,-0.287682
1132001,849001,2,0.75,-0.287682
1133001,849751,2,0.75,-0.287682
1134001,850501,2,0.75,-0.287682
1135001,851251,2,0.75,-0.287682
1136001,852001,2,0.75,-0.287682
1137001,852751,2,0.75,-0.287682
1138001,853501,2,0.75,-0.287682
1139001,854251,2,0.75,-0.287682
1140001,855001,2,0.75,-0.287682
1141001,855751,2,0.75,-0.287682
1142001,856501,2,0.75,-0.287682
1143001,857251,2,0.75,-0.287682
1144001,858001,2,0.75,-0.287682
1145001,858751,2,0.75,-0.287682
1146001,859501,2,0.75,-0.287682
1147001,860251,2,0.75,-0.287682
1148001,861001,2,0.75,-0.287682
1149001,861751,2,0.75,-0.287682
1150001,862501,2,0.75,-0.287682
1151001,863251,2,0.75,-0.287682
1152001,864001,2,0.75,-0.287682
1153001,864751,2,0.75,-0.287682
1154001,865501,2,0.75,-0.287682
1155001,866251,2,0.75,-0.287682
1156001,867001,2,0.75,-0.287682
1157001,867751,2,0.75,-0.287682
1158001,868501,2,0.75,-0.287682
1159001,869251,2,0.75,-0.287682
1160001,870001,2,0.75,-0.287682
1161001,870751,2,0.75,-0.287682
1162001,871501,2,0.75,-0.287682
1163001,872251,2,0.75,-0.287682
1164001,873001,2,0.75,-0.287682
1165001,873751,2,0.75,-0.287682
1166001,874501,2,0.75,-0.287682
1167001,875251,2,0.75,-0.287682
1168001,876001,2,0.75,-0.287682
1169001,876751,2,0.75,-0.287682
1170001,877501,2,0.75,-0.287682
1171001,878251,2,0.75,-0.287682
1172001,879001,2,0.75,-0.287682
1173001,879751,2,0.75,-0.287682
1174001,880501,2,0.75,-0.287682
1175001,881251,2,0.75,-0.287682
1176001,882001,2,0.75,-0.287682
1177001,882751,2,0.75,-0.287682
1178001,883501,2,0.75,-0.287682
1179001,884251,2,0.75,-0.287682
1180001,885001,2,0.75,-0.287682
1181001,885751,2,0.75,-0.287682
1182001,886501,2,0.75,-0.287682
1183001,887251,2,0.75,-0.287682
1184001,888001,2,0.75,-0.287682
1185001,888751,2,0.75,-0.287682
1186001,889501,2,0.75,-0.287682
1187001,890251,2,0.75,-0.287682
1188001,891001,2,0.75,-0.287682
1189001,891751,2,0.75,-0.287682
1190001,892501,2,0.75,-0.287682
1191001,893251,2,0.75,-0.287682
1192001,894001,2,0.75,-0.287682
1193001,894751,2,0.75,-0.287682
1194001,895501,2,0.75,-0.287682
1195001,896251,2,0.75,-0.287682
1196001,897001,2,0.75,-0.287682
1197001,897751,2,0.75,-0.287682
1198001,898501,2,0.75,-0.287682
1199001,899251,2,0.75,-0.287682
1200001,900001,2,0.75,-0.287682
1201001,900751,2,0.75,-0.287682
1202001,901501,2,0.75,-0.287682
1203001,902251,2,0.75,-0.287682
1204001,903001,2,0.75,-0.287682
1205001,903751,2,0.75,-0.287682
1206001,904501,2,0.75,-0.287682
1207001,905251,2,0.75,-0.287682
1208001,906001,2,0.75,-0.287682
1209001,906751,2,0.75,-0.287682
1210001,907501,2,0.75,-0.287682
1211001,908251,2,0.75,-0.287682
1212001,909001,2,0.75,-0.287682
1213001,909751,2,0.75,-0.287682
1214001,910501,2,0.75,-0.287682
1215001,911251,2,0.75,-0.287682
1216001,912001,2,0.75,-0.287682
1217001,912751,2,0.75,-0.287682
1218001,913501,2,0.75,-0.287682
1219001,914251,2,0.75,-0.287682
1220001,915001,2,0.75,-0.287682
1221001,915751,2,0.75,-0.287682
1222001,916501,2,0.75,-0.287682
1223001,917251,2,0.75,-0.287682
1224001,918001,2,0.75,-0.287682
1225001,918751,2,0.75,-0.287682
1226001,919501,2,0.75,-0.287682
1227001,920251,2,0.75,-0.287682
1228001,921001,2,0.75,-0.287682
1229001,921751,2,0.75,-0.287682
1230001,922501,2,0.75,-0.287682
1231001,923251,2,0.75,-0.287682
1232001,924001,2,0.75,-0.287682
1233001,924751,2,0.75,-0.287682
1234001,925501,2,0.75,-0.287682
1235001,926251,2,0.75,-0.287682
1236001,927001,2,0.75,-0.287682
1237001,927751,2,0.75,-0.287682
1238001,928501,2,0.75,-0.287682
1239001,929251,2,0.75,-0.287682
1240001,930001,2,0.75,-0.287682
1241001,930751,2,0.75,-0.287682
1242001,931501,2,0.75,-0.287682
1243001,932251,2,0.75,-0.287682
1244001,933001,2,0.75,-0.287682
1245001,933751,2,0.75,-0.287682
1246001,934501,2,0.75,-0.287682
1247001,935251,2,0.75,-0.287682
1248001,936001,2,0.75,-0.287682
1249001,936751,2,0.75,-0.287682
1250001,937501,2,0.75,-0.287682
1251001,938251,2,0.75,-0.287682
1252001,939001,2,0.75,-0.287682
1253001,939751,2,0.75,-0.287682
1254001,940501,2,0.75,-0.287682
1255001,941251,2,0.75,-0.287682
1256001,942001,2,0.75,-0.287682
1257001,942751,2,0.75,-0.287682
1258001,943501,2,0.75,-0.287682
1259001,944251,2,0.75,-0.287682
1260001,945001,2,0.75,-0.287682
1261001,945751,2,0.75,-0.287682
1262001,946501,2,0.75,-0.287682
1263001,947251,2,0.75,-0.287682
1264001,948001,2,0.75,-0.287682
1265001,948751,2,0.75,-0.287682
1266001,949501,2,0.75,-0.287682
1267001,950251,2,0.75,-0.287682
1268001,951001,2,0.75,-0.287682
1269001,951751,2,0.75,-0.287682
1270001,952501,2,0.75,-0.287682
1271001,953251,2,0.75,-0.287682
1272001,954001,2,0.75,-0.287682
1273001,954751,2,0.75,-0.287682
1274001,955501,2,0.75,-0.287682
1275001,956251,2,0.75,-0.287682
1276001,957001,2,0.75,-0.287682
1277001,957751,2,0.75,-0.287682
1278001,958501,2,0.75,-0.287682
1279001,959251,2,0.75,-0.287682
1280001,960001,2,0.75,-0.287682
1281001,960751,2,0.75,-0.287682
1282001,961501,2,0.75,-0.287682
1283001,962251,2,0.75,-0.287682
1284001,963001,2,0.75,-0.287682
1285001,963751,2,0.75,-0.287682
1286001,964501,2,0.75,-0.287682
1287001,965251,2,0.75,-0.287682
1288001,966001,2,0.75,-0.287682
1289001,966751,2,0.75,-0.287682
1290001,967501,2,0.75,-0.287682
1291001,968251,2,0.75,-0.287682
1292001,969001,2,0.75,-0.287682
1293001,969751,2,0.75,-0.287682
1294001,970501,2,0.75,-0.287682
1295001,971251,2,0.75,-0.287682
1296001,972001,2,0.75,-0.287682
1297001,972751,2,0.75,-0.287682
1298001,973501,2,0.75,-0.287682
1299001,974251,2,0.75,-0.287682
1300001,975001,2,0.75,-0.287682
1301001,975751,2,0.75,-0.287682
1302001,976501,2,0.75,-0.287682
1303001,977251,2,0.75,-0.287682
1304001,978001,2,0.75,-0.287682
1305001,978751,2,0.75,-0.287682
1306001,979501,2,0.75,-0.287682
1307001,980251,2,0.75,-0.287682
1308001,981001,2,0.75,-0.287682
1309001,981751,2,0.75,-0.287682
1310001,982501,2,0.75,-0.287682
1311001,983251,2,0.75,-0.287682
1312001,984001,2,0.75,-0.287682
1313001,984751,2,0.75,-0.287682
1314001,985501,2,0.75,-0.287682
1315001,986251,2,0.75,-0.287682
1316001,987001,2,0.75,-0.287682
1317001,987751,2,0.75,-0.287682
1318001,988501,2,0.75,-0.287682
1319001,989251,2,0.75,-0.287682
1320001,990001,2,0.75,-0.287682
1321001,990751,2,0.75,-0.287682
1322001,991501,2,0.75,-0.287682
1323001,992251,2,0.75,-0.287682
1324001,993001,2,0.75,-0.287682
1325001,993751,2,0.75,-0.287682
1326001,994501,2,0.75,-0.287682
1327001,995251,2,0.75,-0.287682
1328001,996001,2,0.75,-0.287682
1329001,996751,2,0.75,-0.287682
1330001,997501,2,0.75,-0.287682
1331001,998251,2,0.75,-0.287682
1332001,999001,2,0.75,-0.287682
1333001,999751,2,0.75,-0.287682
1334001,1000501,2,0.75,-0.287682
1335001,1001251,2,0.75,-0.287682
1336001,1002001,2,0.75,-0.287682
1337001,1002751,2,0.75,-0.287682
1338001,1003501,2,0.75,-0.287682
1339001,1004251,2,0.75,-0.287682
1340001,1005001,2,0.75,-0.287682
1341001,1005751,2,0.75,-0.287682
1342001,1006501,2,0.75,-0.287682
1343001,1007251,2,0.75,-0.287682
1344001,1008001,2,0.75,-0.287682
1345001,1008751,2,0.75,-0.287682
1346001,1009501,2,0.75,-0.287682
1347001,1010251,2,0.75,-0.287682
1348001,1011001,2,0.75,-0.287682
1349001,1011751,2,0.75,-0.287682
1350001,1012501,2,0.75,-0.287682
1351001,1013251,2,0.75,-0.287682
1352001,1014001,2,0.75,-0.287682
1353001,1014751,2,0.75,-0.287682
1354001,1015501,2,0.75,-0.287682
1355001,1016251,2,0.75,-0.287682
1356001,1017001,2,0.75,-0.287682
1357001,1017751,2,0.75,-0.287682
1358001,1018501,2,0.75,-0.287682
1359001,1019251,2,0.75,-0.287682
1360001,1020001,2,0.75,-0.287682
1361001,1020751,2,0.75,-0.287682
1362001,1021501,2,0.75,-0.287682
1363001,1022251,2,0.75,-0.287682
1364001,1023001,2,0.75,-0.287682
1365001,1023751,2,0.75,-0.287682
1366001,1024501,2,0.75,-0.287682
1367001,1025251,2,0.75,-0.287682
1368001,1026001,2,0.75,-0.287682
1369001,1026751,2,0.75,-0.287682
1370001,1027501,2,0.75,-0.287682
1371001,1028251,2,0.75,-0.287682
1372001,1029001,2,0.75,-0.287682
1373001,1029751,2,0.75,-0.287682
1374001,1030501,2,0.75,-0.287682
1375001,1031251,2,0.75,-0.287682
1376001,1032001,2,0.75,-0.287682
1377001,1032751,2,0.75,-0.287682
1378001,1033501,2,0.75,-0.287682
1379001,1034251,2,0.75,-0.287682
1380001,1035001,2,0.75,-0.287682
1381001,1035751,2,0.75,-0.287682
1382001,1036501,2,0.75,-0.287682
1383001,1037251,2,0.75,-0.287682
1384001,1038001,2,0.75,-0.287682
